Air temperature [K],flow speed ,pressure [N],Target,DateTime
300.4,1383,52.2,1,2024-01-20 06:00:00
301.9,1315,51.3,1,2024-01-20 07:00:00
300.8,1257,65.8,1,2024-01-20 08:00:00
300.1,1258,69.6,1,2024-01-20 09:00:00
300.0,1455,41.7,0,2024-01-20 10:00:00
301.3,2421,13.7,1,2024-01-20 11:00:00
299.0,1377,47.2,0,2024-01-20 12:00:00
301.8,2672,11.7,1,2024-01-20 13:00:00
303.1,1337,56.9,1,2024-01-20 14:00:00
303.5,1418,42.2,0,2024-01-20 15:00:00
299.2,1841,22.8,0,2024-01-20 16:00:00
301.1,1232,60.7,1,2024-01-20 17:00:00
300.8,1374,48.0,1,2024-01-20 18:00:00
297.3,1762,26.1,0,2024-01-20 19:00:00
300.5,1558,36.7,0,2024-01-20 20:00:00
302.3,1454,55.1,1,2024-01-20 21:00:00
303.3,1373,47.3,1,2024-01-20 22:00:00
302.3,1307,58.4,1,2024-01-20 23:00:00
300.4,1320,57.9,0,2024-01-21 00:00:00
300.4,1398,57.2,1,2024-01-21 01:00:00
298.1,1478,58.5,1,2024-01-21 02:00:00
300.6,1644,33.8,0,2024-01-21 03:00:00
298.8,1340,61.8,1,2024-01-21 04:00:00
303.4,1295,51.3,1,2024-01-21 05:00:00
304.1,1969,20.8,0,2024-01-21 06:00:00
299.1,1601,31.4,0,2024-01-21 07:00:00
297.8,1676,29.0,0,2024-01-21 08:00:00
298.8,1526,42.1,0,2024-01-21 09:00:00
301.6,1308,65.8,1,2024-01-21 10:00:00
298.1,1433,48.2,0,2024-01-21 11:00:00
301.3,1368,57.1,1,2024-01-21 12:00:00
300.7,1353,50.2,1,2024-01-21 13:00:00
302.1,1285,64.1,1,2024-01-21 14:00:00
303.0,1648,32.1,0,2024-01-21 15:00:00
296.2,1633,31.1,0,2024-01-21 16:00:00
302.6,1542,39.9,0,2024-01-21 17:00:00
299.0,1372,63.7,1,2024-01-21 18:00:00
300.5,1536,36.2,0,2024-01-21 19:00:00
299.6,1453,41.4,0,2024-01-21 20:00:00
296.9,1557,38.1,0,2024-01-21 21:00:00
298.8,1895,22.0,0,2024-01-21 22:00:00
298.8,1294,66.3,1,2024-01-21 23:00:00
298.1,1372,51.1,0,2024-01-22 00:00:00
299.6,1240,70.8,1,2024-01-22 01:00:00
302.1,1586,35.1,0,2024-01-22 02:00:00
298.6,1449,42.5,0,2024-01-22 03:00:00
302.4,1503,38.2,0,2024-01-22 04:00:00
301.1,1269,57.3,1,2024-01-22 05:00:00
299.5,1690,29.2,0,2024-01-22 06:00:00
301.4,1367,63.7,1,2024-01-22 07:00:00
300.2,1269,67.1,1,2024-01-22 08:00:00
302.2,1371,54.4,1,2024-01-22 09:00:00
301.1,1460,52.2,1,2024-01-22 10:00:00
299.9,1471,41.8,0,2024-01-22 11:00:00
297.3,1369,52.0,0,2024-01-22 12:00:00
303.0,1371,47.4,1,2024-01-22 13:00:00
300.0,1678,29.6,1,2024-01-22 14:00:00
299.0,1507,37.5,0,2024-01-22 15:00:00
302.3,1454,43.8,0,2024-01-22 16:00:00
303.0,1307,55.0,1,2024-01-22 17:00:00
297.6,1640,30.9,0,2024-01-22 18:00:00
301.2,1461,52.9,1,2024-01-22 19:00:00
300.7,2048,19.3,1,2024-01-22 20:00:00
299.3,1415,47.6,0,2024-01-22 21:00:00
299.9,1268,53.3,0,2024-01-22 22:00:00
298.9,1473,42.6,0,2024-01-22 23:00:00
301.0,1495,37.3,0,2024-01-23 00:00:00
298.9,1359,60.6,1,2024-01-23 01:00:00
298.2,1355,49.4,0,2024-01-23 02:00:00
299.1,1592,34.2,0,2024-01-23 03:00:00
297.9,1545,36.1,1,2024-01-23 04:00:00
298.6,1437,45.8,1,2024-01-23 05:00:00
298.9,1341,54.5,0,2024-01-23 06:00:00
303.6,1450,45.3,0,2024-01-23 07:00:00
300.2,1494,40.6,1,2024-01-23 08:00:00
297.2,1580,35.8,0,2024-01-23 09:00:00
300.4,1543,38.1,0,2024-01-23 10:00:00
298.7,1437,45.7,0,2024-01-23 11:00:00
299.1,1422,49.3,0,2024-01-23 12:00:00
297.3,1677,34.9,0,2024-01-23 13:00:00
302.3,1356,52.6,1,2024-01-23 14:00:00
303.8,1336,47.8,0,2024-01-23 15:00:00
302.3,1511,34.7,0,2024-01-23 16:00:00
297.4,1398,61.5,1,2024-01-23 17:00:00
301.8,1765,27.3,0,2024-01-23 18:00:00
296.0,1511,35.2,0,2024-01-23 19:00:00
300.2,1416,46.7,0,2024-01-23 20:00:00
297.0,1399,57.0,1,2024-01-23 21:00:00
302.3,1297,62.7,1,2024-01-23 22:00:00
298.6,1561,32.6,0,2024-01-23 23:00:00
301.8,1298,64.4,1,2024-01-24 00:00:00
303.9,1408,47.5,0,2024-01-24 01:00:00
303.0,1361,47.6,1,2024-01-24 02:00:00
302.6,1329,50.2,1,2024-01-24 03:00:00
301.4,1298,64.6,1,2024-01-24 04:00:00
303.2,1362,46.7,1,2024-01-24 05:00:00
298.7,2558,12.9,1,2024-01-24 06:00:00
301.9,1378,52.9,1,2024-01-24 07:00:00
301.9,1330,60.2,1,2024-01-24 08:00:00
298.1,1638,35.1,0,2024-01-24 09:00:00
303.5,1629,33.5,0,2024-01-24 10:00:00
299.6,1913,23.3,1,2024-01-24 11:00:00
295.7,1343,54.4,0,2024-01-24 12:00:00
300.2,1530,35.7,0,2024-01-24 13:00:00
300.9,1372,51.0,0,2024-01-24 14:00:00
301.8,1260,65.0,1,2024-01-24 15:00:00
300.5,1661,30.0,0,2024-01-24 16:00:00
302.5,1361,45.8,1,2024-01-24 17:00:00
303.3,1336,56.6,1,2024-01-24 18:00:00
300.9,1438,47.2,1,2024-01-24 19:00:00
297.4,1628,37.4,0,2024-01-24 20:00:00
299.9,1625,41.2,0,2024-01-24 21:00:00
299.0,1303,68.6,1,2024-01-24 22:00:00
301.8,1413,57.5,1,2024-01-24 23:00:00
300.7,2671,11.0,1,2024-01-25 00:00:00
302.7,1262,68.0,1,2024-01-25 01:00:00
303.2,1336,69.3,1,2024-01-25 02:00:00
299.3,1444,62.9,1,2024-01-25 03:00:00
300.2,1478,38.1,0,2024-01-25 04:00:00
302.7,1330,52.4,1,2024-01-25 05:00:00
298.9,1533,42.8,0,2024-01-25 06:00:00
301.7,1492,42.2,0,2024-01-25 07:00:00
297.2,1474,44.3,0,2024-01-25 08:00:00
302.8,1590,34.4,0,2024-01-25 09:00:00
297.0,2839,5.4,1,2024-01-25 10:00:00
301.2,1642,31.7,1,2024-01-25 11:00:00
298.6,1384,46.8,1,2024-01-25 12:00:00
302.5,1329,49.4,1,2024-01-25 13:00:00
297.0,1400,57.0,1,2024-01-25 14:00:00
298.3,1361,56.9,0,2024-01-25 15:00:00
299.3,1669,32.4,0,2024-01-25 16:00:00
297.0,1422,53.0,0,2024-01-25 17:00:00
303.6,1606,33.6,0,2024-01-25 18:00:00
301.6,1222,59.4,1,2024-01-25 19:00:00
298.6,1321,65.9,1,2024-01-25 20:00:00
302.0,1454,58.3,1,2024-01-25 21:00:00
300.8,1338,59.1,1,2024-01-25 22:00:00
303.1,1335,52.8,1,2024-01-25 23:00:00
297.5,1340,57.4,0,2024-01-26 00:00:00
299.2,1398,55.2,1,2024-01-26 01:00:00
302.6,1649,30.1,0,2024-01-26 02:00:00
300.0,1652,28.6,0,2024-01-26 03:00:00
301.1,1559,35.8,1,2024-01-26 04:00:00
300.0,1484,37.0,0,2024-01-26 05:00:00
298.5,1360,63.2,1,2024-01-26 06:00:00
298.5,1513,33.6,0,2024-01-26 07:00:00
298.8,1359,47.6,0,2024-01-26 08:00:00
297.1,1487,34.6,0,2024-01-26 09:00:00
301.3,1378,56.6,1,2024-01-26 10:00:00
299.5,1675,29.2,0,2024-01-26 11:00:00
303.3,1342,50.0,1,2024-01-26 12:00:00
301.9,1369,51.7,1,2024-01-26 13:00:00
301.6,1821,26.2,0,2024-01-26 14:00:00
301.8,1339,56.0,1,2024-01-26 15:00:00
300.8,1525,39.4,0,2024-01-26 16:00:00
302.1,1379,48.2,1,2024-01-26 17:00:00
300.6,1227,65.6,1,2024-01-26 18:00:00
298.1,1452,40.8,0,2024-01-26 19:00:00
301.9,1419,47.7,1,2024-01-26 20:00:00
298.7,1371,51.3,0,2024-01-26 21:00:00
299.7,1546,35.8,1,2024-01-26 22:00:00
302.0,2689,12.0,1,2024-01-26 23:00:00
297.2,1337,58.1,0,2024-01-27 00:00:00
297.0,1319,68.1,1,2024-01-27 01:00:00
302.2,1562,38.1,0,2024-01-27 02:00:00
298.6,1416,38.5,1,2024-01-27 03:00:00
301.3,2667,11.1,1,2024-01-27 04:00:00
298.9,1632,31.8,0,2024-01-27 05:00:00
301.8,1598,30.4,0,2024-01-27 06:00:00
297.6,1958,22.1,0,2024-01-27 07:00:00
298.6,1279,55.9,0,2024-01-27 08:00:00
302.9,1325,52.8,1,2024-01-27 09:00:00
302.7,1448,53.1,1,2024-01-27 10:00:00
298.6,1447,40.2,0,2024-01-27 11:00:00
302.0,1366,65.3,1,2024-01-27 12:00:00
301.5,1368,51.5,1,2024-01-27 13:00:00
300.3,1381,65.2,1,2024-01-27 14:00:00
300.7,2049,19.3,1,2024-01-27 15:00:00
301.1,1355,55.0,1,2024-01-27 16:00:00
302.3,1366,48.4,1,2024-01-27 17:00:00
301.4,1334,43.2,0,2024-01-27 18:00:00
299.1,1736,26.9,0,2024-01-27 19:00:00
303.8,1364,60.0,1,2024-01-27 20:00:00
300.6,1290,57.4,0,2024-01-27 21:00:00
298.2,1424,63.4,1,2024-01-27 22:00:00
301.6,1354,51.9,1,2024-01-27 23:00:00
299.8,1663,35.2,0,2024-01-28 00:00:00
297.8,1466,44.7,0,2024-01-28 01:00:00
298.0,1445,45.2,0,2024-01-28 02:00:00
303.2,1330,53.3,1,2024-01-28 03:00:00
302.5,1523,36.0,0,2024-01-28 04:00:00
301.1,1657,34.1,0,2024-01-28 05:00:00
301.7,1537,33.5,0,2024-01-28 06:00:00
298.0,2101,17.4,0,2024-01-28 07:00:00
297.3,1615,35.4,1,2024-01-28 08:00:00
302.4,1336,57.8,1,2024-01-28 09:00:00
300.7,1284,62.1,1,2024-01-28 10:00:00
300.3,1356,65.8,1,2024-01-28 11:00:00
302.0,1285,68.3,1,2024-01-28 12:00:00
302.2,1452,42.3,0,2024-01-28 13:00:00
297.3,1551,40.0,0,2024-01-28 14:00:00
302.3,1688,30.4,0,2024-01-28 15:00:00
302.3,1363,56.0,1,2024-01-28 16:00:00
299.9,1478,53.5,1,2024-01-28 17:00:00
300.2,2559,12.8,1,2024-01-28 18:00:00
297.5,1430,44.5,0,2024-01-28 19:00:00
303.6,1375,54.0,0,2024-01-28 20:00:00
301.3,1269,56.7,1,2024-01-28 21:00:00
299.0,1542,37.3,1,2024-01-28 22:00:00
302.3,1412,53.3,1,2024-01-28 23:00:00
300.0,1499,48.2,1,2024-01-29 00:00:00
303.5,1402,47.0,0,2024-01-29 01:00:00
301.0,1378,44.4,0,2024-01-29 02:00:00
298.9,2384,15.0,0,2024-01-29 03:00:00
298.4,1617,31.6,0,2024-01-29 04:00:00
300.5,1396,45.9,1,2024-01-29 05:00:00
302.2,1376,52.8,1,2024-01-29 06:00:00
302.4,1358,54.6,1,2024-01-29 07:00:00
297.5,1563,38.2,0,2024-01-29 08:00:00
303.6,1364,53.1,1,2024-01-29 09:00:00
298.6,1328,50.5,0,2024-01-29 10:00:00
302.4,1544,39.1,0,2024-01-29 11:00:00
302.6,1495,43.3,1,2024-01-29 12:00:00
300.5,1466,53.2,0,2024-01-29 13:00:00
300.7,1413,52.0,0,2024-01-29 14:00:00
302.0,2197,15.8,0,2024-01-29 15:00:00
298.7,1230,67.8,1,2024-01-29 16:00:00
299.1,1437,41.1,0,2024-01-29 17:00:00
298.8,1582,45.0,0,2024-01-29 18:00:00
299.7,2626,12.2,1,2024-01-29 19:00:00
302.1,1344,49.6,1,2024-01-29 20:00:00
300.8,1288,69.7,1,2024-01-29 21:00:00
300.8,1310,58.3,1,2024-01-29 22:00:00
301.9,1310,56.6,1,2024-01-29 23:00:00
297.6,1576,32.7,0,2024-01-30 00:00:00
298.8,1393,52.6,0,2024-01-30 01:00:00
297.2,1636,31.3,0,2024-01-30 02:00:00
304.2,1735,28.9,0,2024-01-30 03:00:00
299.1,1305,61.4,0,2024-01-30 04:00:00
300.4,2103,18.5,1,2024-01-30 05:00:00
299.2,1908,21.3,0,2024-01-30 06:00:00
298.2,1601,35.8,0,2024-01-30 07:00:00
300.5,1556,45.3,0,2024-01-30 08:00:00
298.4,1850,27.0,0,2024-01-30 09:00:00
301.3,1460,53.1,1,2024-01-30 10:00:00
297.3,1556,39.5,0,2024-01-30 11:00:00
301.0,1402,55.3,0,2024-01-30 12:00:00
302.1,1379,50.1,1,2024-01-30 13:00:00
297.6,1401,63.1,1,2024-01-30 14:00:00
299.8,1354,52.7,1,2024-01-30 15:00:00
298.2,1460,48.6,0,2024-01-30 16:00:00
302.1,1453,59.2,1,2024-01-30 17:00:00
302.1,1452,56.1,1,2024-01-30 18:00:00
297.3,2188,17.0,0,2024-01-30 19:00:00
300.5,1302,49.6,0,2024-01-30 20:00:00
303.7,1487,34.0,0,2024-01-30 21:00:00
299.6,1407,50.6,0,2024-01-30 22:00:00
298.6,1325,74.3,1,2024-01-30 23:00:00
302.2,1359,49.1,1,2024-01-31 00:00:00
300.9,1359,46.0,0,2024-01-31 01:00:00
299.3,2623,12.1,1,2024-01-31 02:00:00
301.1,2833,5.5,1,2024-01-31 03:00:00
299.0,1372,63.4,1,2024-01-31 04:00:00
300.6,1438,48.5,1,2024-01-31 05:00:00
300.1,1533,37.0,0,2024-01-31 06:00:00
302.1,1415,44.1,0,2024-01-31 07:00:00
300.5,1379,55.6,0,2024-01-31 08:00:00
300.6,1468,44.1,0,2024-01-31 09:00:00
303.2,1362,46.8,1,2024-01-31 10:00:00
297.5,1497,43.9,0,2024-01-31 11:00:00
299.5,1394,48.4,1,2024-01-31 12:00:00
297.9,1874,25.5,1,2024-01-31 13:00:00
302.6,1620,36.2,0,2024-01-31 14:00:00
302.2,1346,47.5,1,2024-01-31 15:00:00
302.3,1378,54.0,1,2024-01-31 16:00:00
301.1,1852,25.9,0,2024-01-31 17:00:00
302.5,1358,55.5,1,2024-01-31 18:00:00
300.8,1431,48.5,0,2024-01-31 19:00:00
299.6,1341,62.0,1,2024-01-31 20:00:00
297.7,1538,38.3,0,2024-01-31 21:00:00
303.3,2706,9.8,1,2024-01-31 22:00:00
300.2,1593,36.1,0,2024-01-31 23:00:00
302.7,1336,46.8,0,2024-02-01 00:00:00
299.0,1371,54.5,1,2024-02-01 01:00:00
297.2,1540,37.1,0,2024-02-01 02:00:00
298.2,1313,67.1,1,2024-02-01 03:00:00
297.4,1336,53.7,0,2024-02-01 04:00:00
303.3,1330,51.2,1,2024-02-01 05:00:00
298.8,2098,19.6,0,2024-02-01 06:00:00
299.0,1827,28.0,0,2024-02-01 07:00:00
302.1,1772,27.1,0,2024-02-01 08:00:00
299.2,1447,39.6,0,2024-02-01 09:00:00
298.1,1369,52.0,1,2024-02-01 10:00:00
299.5,1499,41.5,0,2024-02-01 11:00:00
300.2,1456,48.8,0,2024-02-01 12:00:00
303.5,1366,54.5,1,2024-02-01 13:00:00
299.0,1361,67.6,1,2024-02-01 14:00:00
299.4,1645,28.6,0,2024-02-01 15:00:00
301.2,1651,30.8,1,2024-02-01 16:00:00
301.7,1284,67.7,1,2024-02-01 17:00:00
302.2,1346,49.2,1,2024-02-01 18:00:00
303.3,1361,47.0,1,2024-02-01 19:00:00
300.7,1416,61.8,1,2024-02-01 20:00:00
303.4,1376,42.1,1,2024-02-01 21:00:00
298.3,1531,40.1,0,2024-02-01 22:00:00
299.7,1398,42.1,1,2024-02-01 23:00:00
296.9,1544,37.6,0,2024-02-02 00:00:00
300.5,1269,67.5,1,2024-02-02 01:00:00
302.6,1333,69.0,1,2024-02-02 02:00:00
302.3,1348,46.9,1,2024-02-02 03:00:00
302.8,1402,50.5,0,2024-02-02 04:00:00
301.9,1336,57.7,1,2024-02-02 05:00:00
301.8,1284,68.3,1,2024-02-02 06:00:00
303.3,1441,44.9,0,2024-02-02 07:00:00
302.7,1449,52.9,1,2024-02-02 08:00:00
297.2,1437,52.4,0,2024-02-02 09:00:00
301.1,1285,68.6,1,2024-02-02 10:00:00
302.9,1364,55.8,1,2024-02-02 11:00:00
297.4,1854,21.8,0,2024-02-02 12:00:00
301.6,1602,32.3,0,2024-02-02 13:00:00
299.7,1478,41.0,0,2024-02-02 14:00:00
298.8,1398,55.6,1,2024-02-02 15:00:00
302.5,1547,36.9,0,2024-02-02 16:00:00
301.1,1711,29.1,0,2024-02-02 17:00:00
297.6,1341,61.2,1,2024-02-02 18:00:00
302.6,1329,49.6,1,2024-02-02 19:00:00
296.7,1547,34.7,0,2024-02-02 20:00:00
302.5,1357,57.7,1,2024-02-02 21:00:00
298.6,1344,59.4,0,2024-02-02 22:00:00
301.8,1333,61.1,1,2024-02-02 23:00:00
301.3,1282,68.0,1,2024-02-03 00:00:00
299.2,1551,44.8,0,2024-02-03 01:00:00
299.8,1370,63.6,1,2024-02-03 02:00:00
298.9,1360,60.8,1,2024-02-03 03:00:00
300.5,1317,51.8,1,2024-02-03 04:00:00
300.2,1342,48.7,0,2024-02-03 05:00:00
299.9,1400,48.7,0,2024-02-03 06:00:00
301.4,1657,28.7,0,2024-02-03 07:00:00
301.3,1538,38.4,0,2024-02-03 08:00:00
298.3,1420,44.1,0,2024-02-03 09:00:00
302.9,1350,46.8,1,2024-02-03 10:00:00
302.8,1307,59.7,1,2024-02-03 11:00:00
302.4,1373,47.7,1,2024-02-03 12:00:00
301.9,1528,37.6,1,2024-02-03 13:00:00
301.2,1268,68.4,1,2024-02-03 14:00:00
299.9,2627,12.2,1,2024-02-03 15:00:00
299.8,1534,38.1,1,2024-02-03 16:00:00
298.6,2734,8.9,1,2024-02-03 17:00:00
300.4,1427,50.7,0,2024-02-03 18:00:00
302.4,1358,57.5,1,2024-02-03 19:00:00
301.6,1367,64.3,1,2024-02-03 20:00:00
299.2,1473,58.8,1,2024-02-03 21:00:00
298.2,1332,60.2,0,2024-02-03 22:00:00
303.7,1474,38.8,0,2024-02-03 23:00:00
303.4,1308,53.1,1,2024-02-04 00:00:00
298.8,1409,65.6,1,2024-02-04 01:00:00
300.7,1486,47.3,0,2024-02-04 02:00:00
300.6,1437,48.5,1,2024-02-04 03:00:00
301.6,1431,42.6,0,2024-02-04 04:00:00
303.7,1363,52.3,1,2024-02-04 05:00:00
303.6,1381,57.8,0,2024-02-04 06:00:00
301.5,1486,39.6,0,2024-02-04 07:00:00
300.4,1398,57.1,1,2024-02-04 08:00:00
302.6,1288,68.5,1,2024-02-04 09:00:00
296.9,1713,29.3,0,2024-02-04 10:00:00
300.0,1558,36.7,0,2024-02-04 11:00:00
298.0,1340,61.5,1,2024-02-04 12:00:00
299.5,1422,45.3,0,2024-02-04 13:00:00
299.3,1523,37.9,0,2024-02-04 14:00:00
295.6,1509,35.8,0,2024-02-04 15:00:00
298.9,1504,41.8,0,2024-02-04 16:00:00
297.9,1521,36.1,0,2024-02-04 17:00:00
298.0,1606,35.2,0,2024-02-04 18:00:00
298.7,1432,42.8,0,2024-02-04 19:00:00
298.5,1553,34.9,0,2024-02-04 20:00:00
302.4,1435,42.3,0,2024-02-04 21:00:00
297.2,1399,59.4,1,2024-02-04 22:00:00
303.1,1420,45.7,1,2024-02-04 23:00:00
303.6,1765,27.5,0,2024-02-05 00:00:00
299.8,1951,22.6,1,2024-02-05 01:00:00
302.5,1566,37.6,0,2024-02-05 02:00:00
302.0,1309,56.1,1,2024-02-05 03:00:00
300.5,1416,61.7,1,2024-02-05 04:00:00
303.4,1497,42.8,0,2024-02-05 05:00:00
301.9,1410,49.0,0,2024-02-05 06:00:00
302.2,1377,47.7,1,2024-02-05 07:00:00
300.7,1348,56.6,1,2024-02-05 08:00:00
303.7,1355,49.1,0,2024-02-05 09:00:00
298.2,1423,48.1,0,2024-02-05 10:00:00
302.3,1378,48.6,1,2024-02-05 11:00:00
300.6,1296,61.3,1,2024-02-05 12:00:00
300.9,1312,68.1,1,2024-02-05 13:00:00
300.6,1660,29.4,1,2024-02-05 14:00:00
303.8,1838,27.8,0,2024-02-05 15:00:00
302.8,1525,36.6,1,2024-02-05 16:00:00
300.3,1280,58.9,1,2024-02-05 17:00:00
301.3,1450,46.9,0,2024-02-05 18:00:00
301.7,1523,34.7,0,2024-02-05 19:00:00
301.9,1309,57.5,1,2024-02-05 20:00:00
300.5,1867,23.0,0,2024-02-05 21:00:00
297.6,1502,43.2,0,2024-02-05 22:00:00
301.1,1682,29.7,0,2024-02-05 23:00:00
299.0,1409,65.6,1,2024-02-06 00:00:00
297.9,1365,46.9,0,2024-02-06 01:00:00
301.7,1313,64.1,1,2024-02-06 02:00:00
300.9,1297,48.6,0,2024-02-06 03:00:00
302.6,1227,67.8,1,2024-02-06 04:00:00
302.0,1392,60.5,0,2024-02-06 05:00:00
300.7,1387,50.6,0,2024-02-06 06:00:00
299.0,1658,27.6,0,2024-02-06 07:00:00
302.8,1365,49.4,1,2024-02-06 08:00:00
299.6,2266,15.3,0,2024-02-06 09:00:00
301.0,1507,41.8,0,2024-02-06 10:00:00
303.3,1607,31.7,0,2024-02-06 11:00:00
297.6,1470,42.6,0,2024-02-06 12:00:00
300.1,1314,58.2,0,2024-02-06 13:00:00
303.5,1507,37.0,1,2024-02-06 14:00:00
297.9,1538,38.5,0,2024-02-06 15:00:00
301.6,1621,33.7,0,2024-02-06 16:00:00
301.8,1522,43.8,0,2024-02-06 17:00:00
299.8,1367,56.3,1,2024-02-06 18:00:00
298.1,1445,48.0,0,2024-02-06 19:00:00
301.2,1354,52.1,1,2024-02-06 20:00:00
303.2,1344,48.9,1,2024-02-06 21:00:00
302.1,1622,36.8,0,2024-02-06 22:00:00
301.5,1350,58.5,0,2024-02-06 23:00:00
302.0,1298,64.4,1,2024-02-07 00:00:00
300.1,1426,42.7,0,2024-02-07 01:00:00
301.3,1374,48.3,1,2024-02-07 02:00:00
297.3,1459,39.4,0,2024-02-07 03:00:00
299.0,1329,60.5,0,2024-02-07 04:00:00
300.6,1378,51.2,0,2024-02-07 05:00:00
300.4,1395,46.2,1,2024-02-07 06:00:00
302.0,1373,48.0,1,2024-02-07 07:00:00
302.5,1549,40.9,0,2024-02-07 08:00:00
300.3,1466,41.2,0,2024-02-07 09:00:00
296.5,1501,42.1,0,2024-02-07 10:00:00
300.4,1345,61.3,1,2024-02-07 11:00:00
297.7,2877,4.1,1,2024-02-07 12:00:00
302.6,1288,70.1,1,2024-02-07 13:00:00
300.3,1667,28.8,0,2024-02-07 14:00:00
302.2,1378,47.9,1,2024-02-07 15:00:00
302.5,1443,59.7,1,2024-02-07 16:00:00
299.1,1647,35.0,0,2024-02-07 17:00:00
302.5,1400,53.6,1,2024-02-07 18:00:00
301.2,1467,56.2,1,2024-02-07 19:00:00
296.8,1470,45.9,0,2024-02-07 20:00:00
301.5,1375,55.0,1,2024-02-07 21:00:00
298.3,1372,55.3,1,2024-02-07 22:00:00
302.4,1341,50.8,1,2024-02-07 23:00:00
300.2,1516,45.9,1,2024-02-08 00:00:00
302.3,1307,63.9,1,2024-02-08 01:00:00
302.4,1337,67.5,1,2024-02-08 02:00:00
301.6,1680,29.2,0,2024-02-08 03:00:00
299.4,1381,44.9,0,2024-02-08 04:00:00
296.8,1683,31.8,0,2024-02-08 05:00:00
300.6,2334,14.8,1,2024-02-08 06:00:00
301.0,1448,43.9,0,2024-02-08 07:00:00
299.7,1546,37.2,0,2024-02-08 08:00:00
303.4,1331,52.2,1,2024-02-08 09:00:00
302.3,1341,50.1,1,2024-02-08 10:00:00
302.3,1546,33.1,0,2024-02-08 11:00:00
300.6,1682,30.7,0,2024-02-08 12:00:00
303.3,1352,43.8,1,2024-02-08 13:00:00
300.5,1475,46.8,0,2024-02-08 14:00:00
300.5,1511,44.5,0,2024-02-08 15:00:00
300.1,1430,56.7,0,2024-02-08 16:00:00
302.8,1342,49.8,1,2024-02-08 17:00:00
302.0,1406,48.1,1,2024-02-08 18:00:00
303.4,1306,54.1,1,2024-02-08 19:00:00
297.6,2867,4.4,1,2024-02-08 20:00:00
299.0,1436,47.4,1,2024-02-08 21:00:00
303.0,2194,16.5,0,2024-02-08 22:00:00
299.2,1465,35.0,0,2024-02-08 23:00:00
302.9,1809,25.0,0,2024-02-09 00:00:00
299.2,1434,46.8,0,2024-02-09 01:00:00
298.6,1301,66.7,1,2024-02-09 02:00:00
302.4,1289,69.7,1,2024-02-09 03:00:00
296.6,1654,31.0,0,2024-02-09 04:00:00
297.5,1475,42.0,1,2024-02-09 05:00:00
297.3,1501,38.2,0,2024-02-09 06:00:00
295.5,1380,52.4,0,2024-02-09 07:00:00
298.1,1388,53.5,0,2024-02-09 08:00:00
302.6,1628,33.0,0,2024-02-09 09:00:00
301.8,1443,43.3,0,2024-02-09 10:00:00
299.0,1352,50.7,1,2024-02-09 11:00:00
300.7,1335,57.1,1,2024-02-09 12:00:00
298.8,1525,39.7,0,2024-02-09 13:00:00
297.9,1202,67.0,0,2024-02-09 14:00:00
298.3,2568,12.7,1,2024-02-09 15:00:00
302.0,1783,23.1,0,2024-02-09 16:00:00
302.0,1625,30.7,0,2024-02-09 17:00:00
297.5,1334,72.0,1,2024-02-09 18:00:00
303.2,1365,54.4,1,2024-02-09 19:00:00
303.2,1349,51.5,1,2024-02-09 20:00:00
297.2,1489,40.2,0,2024-02-09 21:00:00
299.6,1472,48.8,0,2024-02-09 22:00:00
298.0,1665,36.6,0,2024-02-09 23:00:00
303.2,1610,35.5,0,2024-02-10 00:00:00
300.7,1346,52.0,0,2024-02-10 01:00:00
301.4,1550,36.8,0,2024-02-10 02:00:00
299.9,1480,44.9,0,2024-02-10 03:00:00
303.2,1363,46.7,1,2024-02-10 04:00:00
300.7,1522,35.2,0,2024-02-10 05:00:00
299.2,1504,43.3,0,2024-02-10 06:00:00
299.0,2565,12.8,1,2024-02-10 07:00:00
301.6,1335,57.5,1,2024-02-10 08:00:00
302.0,1298,64.4,1,2024-02-10 09:00:00
300.1,1399,58.9,1,2024-02-10 10:00:00
300.4,1530,32.0,0,2024-02-10 11:00:00
298.8,1455,41.3,1,2024-02-10 12:00:00
300.2,1238,68.1,1,2024-02-10 13:00:00
297.2,1833,25.2,0,2024-02-10 14:00:00
301.0,1664,28.4,0,2024-02-10 15:00:00
300.7,1650,29.4,0,2024-02-10 16:00:00
302.7,1312,51.8,1,2024-02-10 17:00:00
301.5,1466,47.3,0,2024-02-10 18:00:00
302.6,1410,50.3,0,2024-02-10 19:00:00
299.6,1574,35.0,0,2024-02-10 20:00:00
303.5,1393,51.6,0,2024-02-10 21:00:00
301.9,1441,43.7,0,2024-02-10 22:00:00
298.0,1511,45.8,0,2024-02-10 23:00:00
297.9,1977,20.2,0,2024-02-11 00:00:00
302.0,1378,53.2,1,2024-02-11 01:00:00
298.1,1680,33.7,0,2024-02-11 02:00:00
298.2,1402,66.9,1,2024-02-11 03:00:00
303.2,1362,46.8,1,2024-02-11 04:00:00
301.0,1550,34.9,0,2024-02-11 05:00:00
298.4,1549,40.8,0,2024-02-11 06:00:00
301.9,1763,28.4,0,2024-02-11 07:00:00
298.4,1347,59.4,1,2024-02-11 08:00:00
302.3,1499,36.7,1,2024-02-11 09:00:00
301.8,1403,62.2,1,2024-02-11 10:00:00
298.6,1596,33.0,0,2024-02-11 11:00:00
298.3,1546,36.2,0,2024-02-11 12:00:00
297.9,1590,34.6,0,2024-02-11 13:00:00
303.8,1506,46.9,0,2024-02-11 14:00:00
